ID,Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
17385,1,1,73,0,7,2,0,0,1,0,2,0,0,1,0,1,1,0,0,0,0,2,207,0,0,0,0,0.361513688,0.588164251,0,1
17531,1,0,71,0,7,2,0,0,4,0,4,2,1,2,0,3,0,1,2,7,3,1,21.47058824,0,0,0,0,0.063013699,1,0,1
17869,1,1,41,1,8,2,0,0,0,0,4,5,0,1,1,5,1,0,2,1,3,0,,,,,,0.924107143,1,0,1
18599,1,0,23,1,1,0,0,3,2,0,5,2,1,1,1,3,1,1,0,0,0,0,,,,,,0,0,0,1
19072,1,1,71,0,6,0,0,0,1,0,8,6,0,2,3,5,0,1,0,0,0,1,73.4,0,0,0,0,0,0,0,1
19177,1,1,69,1,10,1,0,0,0,0,5,6,2,3,3,5,0,0,4,0,0,0,152,0,0,1,0,0,0,0,1
19194,1,1,62,0,7,2,0,3,0,0,3,1,0,1,0,1,1,1,2,0,0,0,22.6875,0.03125,0,0,0,0.954545455,1.006198347,0,1
20025,1,0,38,0,6,2,0,2,1,0,3,2,1,1,1,2,0,0,0,0,0,0,45.4,0,0,0,0,0.259911894,1,0,1
20059,1,1,37,1,7,2,0,0,1,0,7,6,0,4,1,5,3,0,2,0,0,0,71,0.166666672,0,0.166666672,0.166666672,0,0,0,1
23178,1,1,20,0,5,0,0,0,4,0,4,0,0,1,0,3,0,0,0,6,0,3,111,0,0,0,0,0,0,0,1
24646,1,0,55,0,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,1,20.4,0.200000003,0,0,0,0.068627451,1,0,0
25385,1,1,37,0,8,2,0,0,0,0,4,0,0,0,4,1,0,0,0,6,0,0,6.203389831,0,0,0.033898305,0.033898305,0.898907104,1.995901639,0,1
25505,1,0,57,0,10,1,0,0,2,0,2,1,1,0,1,0,0,0,3,10,3,2,14.97222222,0.138888896,0,0,0,0.547309833,0.677643785,0,1
26446,1,0,41,0,5,0,0,2,0,0,2,3,1,0,2,1,0,1,2,3,2,0,13.86666667,0.06666667,0.13333334,0,0,0,0,0,0
14685,1,1,44,0,6,2,1,0,1,0,7,6,1,2,3,5,0,1,0,0,0,1,88,0,0,0,0,0.977272727,1,1,1
17290,1,0,50,1,8,2,1,1,4,0,6,0,0,2,1,2,1,0,2,0,0,0,141.25,0,0,0,0,0,0,0,1
18179,1,0,57,0,8,2,1,0,4,0,5,3,0,0,4,2,0,2,0,7,0,0,47.83333333,0.166666672,0,0,0,0.480836237,0.636324042,0,1
18280,1,1,46,1,9,1,1,0,1,0,6,3,0,4,0,4,2,0,0,1,0,3,18.77777778,0,0,0,0,0.786982249,1,0,1
18309,1,1,44,0,8,2,1,0,0,0,5,3,0,1,1,4,0,2,4,0,0,0,,,,,,0,0,0,1
18466,1,0,50,0,8,2,1,0,1,0,5,1,0,4,0,3,1,0,0,6,3,0,36.69230769,0.307692319,0,0,0,1,6.125786164,0,1
19481,1,1,67,0,8,2,1,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,38.44444444,0.111111112,0,0,0,0.913294798,1,0,0
22186,1,1,31,0,8,0,1,0,2,0,2,0,2,0,0,1,0,0,0,0,0,0,58.4,0,0,0,0,0,0,1,0
23753,1,0,69,0,8,2,1,0,0,0,3,2,1,2,1,1,1,0,0,0,0,1,,,,,,0,0,0,1
24326,1,1,20,0,6,2,1,1,0,0,2,6,0,1,2,5,0,1,0,5,0,0,12.83333333,0,0,0,0,0.519480519,1,0,1
24462,1,1,49,0,9,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,123,0.25,0,0,0,0.422764228,1.484756098,0,1
24643,1,1,40,1,5,0,1,3,0,0,2,6,1,3,3,1,1,0,0,0,0,0,,,,,,0,0,0,1
24709,1,1,64,1,6,2,1,1,1,0,1,1,0,2,0,1,1,0,0,0,0,0,41.25,0.25,0,0,0.25,0,0,0,1
25149,1,0,45,0,7,2,1,1,1,0,2,0,0,1,0,1,1,0,4,0,0,0,60.625,0.125,0,0,0.125,0.977319588,0.753092784,0,0
25338,1,0,35,0,9,0,1,1,2,0,2,0,1,0,1,1,0,0,0,0,0,0,,,,,,0,0,0,1
25573,1,1,49,0,7,2,1,0,4,0,2,0,0,1,0,1,0,0,4,0,0,3,13.38461538,0.07692308,0.07692308,0,0,0.32183908,1,0,1
25599,1,1,65,1,8,2,1,1,0,0,2,3,0,0,1,1,0,1,0,1,3,0,17.16666667,0.166666672,0,0.166666672,0,0,0,0,1
26373,1,0,38,0,6,0,1,0,2,0,2,1,1,1,1,0,0,0,2,9,1,0,16.1,0.200000003,0.100000001,0,0,0,0,0,0
18276,1,0,40,0,7,0,0,0,2,3,1,0,1,0,0,0,0,0,4,0,0,2,17.82857143,0.028571429,0.028571429,0,0,0.551282051,0.585336538,0,1
12724,1,0,49,0,9,1,1,0,2,3,1,1,1,0,0,0,0,0,0,0,0,1,122.3333333,0,0,0,0,0.982288828,0.497615804,0,0
16987,1,0,73,1,9,1,1,0,2,3,2,0,1,1,0,0,0,0,0,0,0,2,13.9,0.200000003,0,0,0,0.90647482,1,0,1
22285,1,0,48,1,9,1,1,0,2,3,1,0,1,0,0,0,0,0,2,2,0,1,106,1,0,0,0,0,0,0,1
10062,1,1,59,1,10,0,2,0,2,1,3,3,0,4,0,0,1,0,4,0,0,0,69.13333333,0.06666667,0,0.13333334,0.13333334,0,0,0,1
16590,1,1,19,0,6,2,2,0,0,1,5,6,0,0,5,0,0,1,0,0,0,1,26.77777778,0,0,0,0,1,2,0,0
17684,1,0,35,0,8,2,2,1,1,1,6,0,2,1,1,1,1,0,0,3,3,0,,,,,,1,2,0,1
21521,1,1,50,0,8,2,2,0,0,1,4,5,1,1,5,1,0,2,0,0,0,0,254.8,0,0,0,0,0,0,0,1
21715,1,0,20,0,9,1,2,0,2,1,1,1,1,0,1,0,0,0,0,5,0,0,60.375,0.125,0,0,0,0.322981366,0.75621118,0,1
22243,1,1,24,0,10,1,2,1,1,1,7,5,0,5,1,4,1,1,4,5,0,0,8.206349206,0,0,0.039682541,0.031746034,0.992263056,0.706479691,1,1
23805,1,1,76,0,6,2,2,0,2,1,1,2,1,0,0,0,0,0,2,0,0,1,39.41176471,0.05882353,0.05882353,0.05882353,0,0.986567164,1.090298507,1,0
25751,1,0,36,0,5,0,2,0,2,1,1,1,1,0,1,0,0,0,4,1,0,0,93.33333333,0,0,0,0,0,0.652232143,0,0
8775,1,1,43,0,8,2,0,3,0,1,6,3,0,4,2,2,3,1,0,5,0,1,63.5,0.100000001,0,0,0,1,1.150393701,0,1
9059,1,0,30,1,7,2,0,1,2,1,3,2,2,1,1,1,0,0,3,0,0,0,7.111111111,0.111111112,0,0,0,1,3,0,1
9291,1,1,27,0,8,0,0,0,0,1,9,5,0,2,2,5,1,2,0,0,0,1,53.39130435,0,0,0,0,0,0,1,0
9399,1,1,48,0,10,1,0,2,1,1,10,2,2,2,1,5,3,1,0,0,0,0,26,0.25,0,0,0,0,0,0,1
9741,1,0,55,1,10,1,0,0,2,1,6,2,1,2,1,1,3,0,0,0,0,0,12.92307692,0,0,0,0,1,1,1,1
12002,1,0,41,0,9,1,0,1,0,1,10,6,0,2,5,5,0,2,3,0,3,3,29.76,0,0,0,0,0.754032258,0.490927419,0,1
12192,1,1,38,0,5,0,0,0,1,1,10,0,0,4,0,4,1,0,0,0,0,0,46.66666667,0,0,0,0,0.2,1,0,1
14372,1,1,36,1,7,2,0,0,2,1,4,5,2,1,2,3,0,2,4,0,0,0,75,0,0,0.333333343,0,0,0,0,1
15425,1,1,28,1,10,1,0,0,4,1,6,6,0,2,2,5,2,0,1,10,2,0,23.26315789,0.105263159,0,0,0.157894731,0.253393665,0.826357466,0,1
16701,1,0,31,0,8,2,0,2,2,1,4,2,2,3,0,1,0,0,3,0,0,1,50.1,0.200000003,0,0,0,0.600798403,0.729041916,0,1
17940,1,1,71,1,6,2,0,0,1,1,4,1,0,2,0,3,1,0,4,4,3,3,49.28125,0.03125,0,0.0625,0,0.615091947,0.463221306,0,0
18160,1,0,21,1,9,0,0,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0,14.13333333,0,0,0,0,1,2,0,0
18310,1,1,73,0,8,2,0,1,1,1,3,5,0,5,2,2,2,1,0,0,0,0,121.6666667,0,0,0,0,1,1,0,1
18636,1,0,27,0,10,1,0,1,1,1,2,4,2,1,1,2,1,0,0,10,0,2,21.2,0.075000003,0,0,0,0.863207547,0.43071934,0,0
19972,1,1,74,0,7,2,0,1,2,1,2,5,0,1,1,3,1,0,0,0,0,3,92.66666667,0,0,0,0,0.489208633,1,0,1
23750,1,1,29,1,7,2,0,2,2,1,4,4,3,0,2,2,0,1,0,0,0,3,16.43478261,0,0,0,0,1,0.966269841,0,1
24808,1,0,70,1,5,0,0,0,2,1,1,1,1,0,1,0,0,0,1,0,0,0,,,,,,0,0,0,0
25221,1,0,40,0,7,0,0,1,2,1,3,2,3,1,0,0,0,0,0,0,0,0,,,,,,1,2.985694823,0,0
25235,1,1,38,0,6,2,0,3,1,1,1,3,0,1,1,2,1,1,0,0,0,0,22.54166667,0,0,0,0,0.998151571,0.675138632,0,1
7330,1,1,74,0,8,2,1,0,1,1,5,6,1,5,2,0,3,1,0,0,0,0,20.92857143,0,0,0,0,1,3,0,0
7623,1,0,72,1,9,1,1,0,1,1,5,2,2,4,0,1,0,1,0,7,3,2,114.5,0.5,0,0,0,1,3.189956332,0,1
8846,1,1,54,0,10,1,1,0,1,1,8,0,0,3,3,3,2,2,0,6,0,0,87.66666667,0,0,0,0,0.196768061,0.347195817,0,1
10118,1,1,39,0,8,2,1,0,0,1,3,2,0,0,2,1,0,1,3,10,1,1,,,,,,0,0,0,0
11152,1,0,18,1,10,0,1,0,1,1,5,1,0,3,1,1,1,0,0,0,0,2,30.5,0,0,0,0,1,3.991803279,0,1
12166,1,0,18,0,9,1,1,1,2,1,5,6,3,2,5,2,0,1,4,5,3,2,68.11111111,0.444444448,0,0,0,0.812398042,2.979200653,0,0
13683,1,0,33,0,8,2,1,1,2,1,10,6,2,1,4,5,0,0,0,5,1,3,,,,,,0,0,0,1
13910,1,1,35,0,5,0,1,0,1,1,7,3,1,1,2,4,0,0,2,0,0,3,18.91666667,0.041666668,0,0.041666668,0.125,0.308370044,0.804515419,0,1
14848,1,0,56,0,7,1,1,1,2,1,5,4,1,1,2,5,0,2,1,0,0,1,22.27777778,0.166666672,0,0,0,0.426433915,0.91084788,0,1
16047,1,1,34,0,6,2,1,1,4,1,2,2,2,0,0,1,0,0,0,0,0,2,,,,,,0,0,0,1
16178,1,1,50,1,9,1,1,0,1,1,10,5,0,5,1,5,3,0,4,0,0,1,102.25,0.5,0,0.25,0,0,0,0,1
18235,1,1,44,0,8,2,1,0,1,1,6,4,1,2,1,5,2,0,0,1,2,1,,,,,,0.198257081,0.795751634,0,1
19351,1,0,44,0,7,2,1,3,4,1,2,0,0,0,2,0,0,0,0,6,0,0,55.54545455,0.090909094,0,0,0,0.787234043,1.793371522,0,0
19533,1,0,33,0,8,1,1,2,2,1,2,3,1,0,1,0,0,0,0,0,0,3,87.07407407,0,0,0,0,0.680561463,0.155359422,0,0
21010,1,1,32,0,9,1,1,2,2,1,6,2,1,3,0,4,1,0,0,0,0,2,101.4444444,0.111111112,0,0,0,1,2.400328587,0,0
23071,1,0,71,0,7,2,1,1,0,1,3,1,0,1,1,0,0,1,0,0,0,0,304.25,0,0,0,0,1,0.600246508,0,1
25126,1,0,58,0,6,2,1,1,2,1,1,1,1,1,0,0,1,0,4,1,0,2,313.2,0,0,0,0,0.266922095,0.233237548,0,0
15556,1,1,25,1,10,1,2,1,2,2,4,0,0,1,3,0,1,0,4,1,0,3,22.58064516,0.032258064,0,0,0,0.992857143,1.043571429,0,1
16065,1,1,57,0,7,2,2,0,0,2,1,0,0,0,1,0,0,0,0,3,0,0,83,0,0,0,0,1,0.977911647,0,0
16634,1,0,51,0,7,2,2,3,1,2,4,3,0,5,0,0,3,0,0,0,0,0,26.8,0,0,0,0,1,1,0,0
16949,1,0,60,0,5,0,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,61.53846154,0,0,0,0,1,0.913125,0,0
23083,1,0,46,0,5,0,2,1,0,2,1,0,0,0,1,0,0,1,0,6,0,1,61.875,0,0,0,0,0.768686869,0.368939394,0,1
23847,1,1,18,0,6,1,2,0,2,2,1,0,1,0,0,0,0,0,0,7,0,0,65.2,0,0,0,0,0.831288344,1,0,0
8583,1,1,50,0,7,0,0,1,2,2,8,1,1,1,1,5,2,2,1,7,1,0,57.5,0,0,0,0,1,1.588043478,0,0
10858,1,0,45,0,10,1,0,0,2,2,2,1,2,1,0,0,0,0,0,0,0,1,99,0.333333343,0,0,0,0.067340067,1,0,1
11567,1,0,29,1,10,1,0,1,2,2,3,1,2,1,0,1,1,0,4,10,3,1,34.63157895,0.157894731,0,0.052631579,0,1,1.665273556,0,0
12077,1,1,61,1,10,1,0,1,4,2,10,4,1,3,1,5,3,2,4,3,0,1,32.2,0.13333334,0,0.333333343,0,1,2.26863354,0,0
15180,1,1,64,0,6,2,0,0,1,2,2,0,1,0,1,1,0,0,0,6,0,0,11.57142857,0,0,0,0,0,0,0,0
18283,1,1,57,1,6,2,0,0,1,2,4,5,0,3,2,4,2,0,2,2,3,0,19.94117647,0.029411765,0,0.088235296,0,0.293510324,0.538716814,0,1
18524,1,1,53,0,9,1,0,2,0,2,7,5,1,4,3,2,3,1,4,2,1,2,31.60606061,0,0,0,0,0.41514861,0.700383509,0,0
19365,1,1,76,0,9,1,0,1,2,2,1,0,1,0,0,0,0,0,0,10,1,0,15.93103448,0.137931034,0,0,0,0.991341991,3.162337662,0,0
20093,1,0,24,1,10,1,0,0,1,2,5,0,0,4,0,2,3,0,4,1,2,1,21.54545455,0.272727281,0.090909094,0,0,0,0,0,1
21321,1,0,23,0,9,0,0,2,1,2,5,1,0,3,1,2,1,2,2,10,2,3,,0.011111111,0,0,0.044444446,,,0,0
21735,1,1,38,0,9,2,0,1,1,2,8,4,0,5,2,4,3,0,3,6,0,3,73.13333333,0,0,0,0,0.492251595,1.331814038,0,1
22219,1,0,48,1,10,1,0,0,2,2,4,2,1,1,0,3,0,0,4,7,3,1,50.53333333,0.06666667,0,0,0,0,0,0,1
22345,1,0,71,0,9,1,0,0,2,2,1,0,1,0,0,0,0,0,1,4,0,0,35.35294118,0.05882353,0,0,0,0.470881864,1.823211314,0,1
23286,1,0,34,0,6,0,0,0,2,2,1,4,1,2,0,0,0,0,0,0,0,0,43.26666667,0,0,0,0,0.916795069,1.688366718,0,0
8617,1,1,64,0,10,1,1,0,1,2,9,6,2,3,2,5,2,2,4,10,0,1,24,0,0,0.017857144,0,0.290178571,0.815290179,0,1
13075,1,0,39,0,7,2,1,1,1,2,5,4,1,3,1,2,1,1,0,0,0,0,,,,,,0,0,0,1
15979,1,1,43,0,8,1,1,2,3,2,3,2,3,1,0,2,0,0,4,0,0,3,,,,,,0.284375,0.570703125,0,1
19707,1,1,55,0,7,2,1,1,1,2,5,6,0,5,1,3,2,1,0,6,0,0,,,,,,0.496688742,1,0,1
20218,1,0,57,0,9,1,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,3,39.5,0.071428575,0,0,0,0.964436407,0.880650995,0,0
22946,1,0,73,0,8,2,1,0,1,2,3,1,0,3,0,1,1,0,4,10,3,0,20.94736842,0.210526317,0,0,0,1,2.753140704,0,0
23109,1,0,32,0,6,1,1,0,2,2,3,1,1,0,1,1,0,2,0,0,0,1,82.41176471,0,0,0,0,0.487508922,0.260706638,0,1
17230,1,1,60,0,3,0,2,0,0,0,3,1,0,1,2,1,0,1,0,0,0,2,,,,,,0.362637363,3,0,1
17487,1,1,22,0,7,2,2,0,1,0,9,5,1,4,2,5,2,1,4,0,0,1,23.35,0,0,0,0.050000001,1,0.782119914,0,1
18564,1,1,26,0,5,0,2,0,2,0,6,3,1,2,0,3,1,0,0,6,0,0,25.94444444,0,0,0,0,0.094218415,0.782119914,0,1
18607,1,1,46,0,9,0,2,0,0,0,6,1,0,2,1,4,1,0,4,2,2,2,10.64220183,0.009174312,0,0.027522936,0.04587156,0.329310345,0.944612069,0,0
19344,1,1,33,0,8,2,2,0,0,0,3,1,0,0,2,2,0,0,4,6,0,0,9.392156863,0,0,0,0.039215688,0,0,0,1
20976,1,0,57,0,6,2,2,0,1,0,3,3,0,3,2,0,2,1,0,0,0,0,44.6,0,0,0,0,1,3,0,1
21889,1,0,48,0,9,1,2,3,2,0,10,6,3,1,4,5,0,2,0,0,0,1,,,,,,0,0,0,1
22074,1,1,18,0,8,2,2,1,1,0,6,3,2,1,3,5,0,1,0,7,0,0,8.611111111,0,0,0,0,0.941935484,2,1,1
22412,1,1,42,0,6,2,2,0,1,0,8,6,0,2,2,5,2,0,1,0,0,2,188.5,0.25,0,0.25,0,0,0,0,1
22889,1,1,70,0,7,2,2,3,0,0,5,4,1,0,2,3,0,0,0,0,0,1,,,,,,0,0,0,1
22988,1,0,71,0,4,0,2,3,0,0,2,3,0,0,2,1,0,1,0,10,0,0,13.16666667,0.083333336,0,0,0,0.167721519,1,0,1
24226,1,1,66,0,5,0,2,0,1,0,4,0,0,2,0,1,1,0,0,5,0,1,20.24242424,0,0,0,0,1,1.093562874,0,0
25128,1,1,67,0,5,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,,,,,,0,0,0,0
25479,1,1,34,0,9,1,2,0,1,0,2,6,0,2,2,3,1,0,0,0,0,2,,,,,,1,2,1,1
25514,1,1,24,0,6,2,2,3,0,0,4,5,1,0,4,0,0,1,0,6,0,0,30.56666667,0,0,0,0,0.101417666,0.398309706,1,1
25923,1,0,60,0,6,2,2,3,4,0,1,0,0,1,0,0,0,0,0,0,0,1,13.33333333,0,0,0,0,0,0,0,1
26418,1,0,68,0,6,0,2,2,0,0,2,2,0,0,2,1,0,0,0,6,0,0,20.9,0,0,0,0,1,2,0,0
8498,1,1,69,0,5,0,0,0,1,0,5,3,1,1,3,3,1,2,0,0,0,0,44.55,0.050000001,0,0,0,0.973063973,0.81986532,0,0
9804,1,0,19,0,6,2,0,1,1,0,6,4,2,2,0,4,2,0,0,0,0,2,75,0.25,0,0,0,1,2,0,1
9835,1,0,53,0,8,2,0,1,1,0,6,1,1,2,0,3,3,0,4,6,3,1,29.07142857,0.142857149,0,0,0,1,1.794840295,0,1
10504,1,1,55,0,6,1,0,0,1,0,6,5,2,2,0,4,1,0,0,0,0,0,,,,,,0.860465116,1,0,1
10799,1,1,27,0,7,2,0,1,1,0,7,2,0,2,5,2,2,0,0,0,0,2,20.66666667,0,0,0,0,0,0,0,1
12455,1,0,56,1,5,0,0,0,2,0,5,5,2,1,0,4,0,0,0,3,1,0,21.25,0,0,0,0,0,0,0,1
12461,1,0,23,1,7,2,0,2,0,0,4,1,2,0,3,1,0,2,0,0,0,0,,,,,,0,0,0,1
13013,1,0,59,0,8,0,0,1,1,0,4,4,2,2,0,5,1,0,0,6,0,2,19.73333333,0,0,0,0,0.111486486,1,0,1
15516,1,1,27,0,10,0,0,0,0,0,7,6,3,1,5,5,0,2,1,5,1,0,12,0,0,0,0,0,0,0,1
16339,1,0,36,0,9,1,0,3,1,0,4,0,0,1,0,3,0,0,4,9,1,1,31.58333333,0.083333336,0,0,0,1,3.854881266,0,1
17292,1,1,34,0,7,2,0,0,0,0,3,4,0,0,2,2,0,0,4,0,0,0,144.25,0,0,0,0,0,0,0,1
18507,1,0,29,0,7,0,0,3,1,0,7,2,0,4,1,3,2,1,0,2,3,0,24.3,0,0,0,0,0.62962963,1,0,0
18632,1,1,30,0,7,2,0,1,0,0,1,3,0,1,3,0,0,0,0,4,0,2,151.8888889,0.111111112,0,0,0,0.103877103,0.267190929,0,1
19248,1,0,18,1,5,0,0,3,1,0,1,3,0,1,0,1,0,0,0,0,0,0,45.25,0,0,0,0,1,3,0,0
19273,1,1,75,1,9,1,0,3,1,0,5,6,0,4,0,5,1,0,0,0,0,0,,,,,,0,0,0,1
19651,1,1,47,0,6,2,0,2,1,0,5,6,0,3,3,3,0,1,0,0,0,0,12.5,0,0,0,0,1,2,0,1
20156,1,1,43,0,7,2,0,3,0,0,3,1,0,0,3,1,0,2,0,5,0,1,44,0,0,0,0,1,2.263946281,0,0
21187,1,1,36,1,7,2,0,1,0,0,10,5,0,0,5,5,0,1,4,0,0,2,,,,,,0.360655738,1.710772834,0,1
22015,1,1,67,0,8,2,0,0,1,0,8,6,0,2,2,5,0,2,0,0,0,0,61.83333333,0,0,0.166666672,0.166666672,0.568733154,1.969002695,0,1
22185,1,1,48,0,5,0,0,2,0,0,2,1,0,0,2,0,0,1,0,0,0,0,,,,,,1,1,0,1
22647,1,0,24,0,6,2,0,0,4,0,2,1,0,0,1,1,0,2,3,0,0,0,61.66666667,0,0,0,0,1,1.316216216,0,0
23478,1,0,48,0,6,0,0,0,2,0,5,1,1,1,0,3,1,0,0,0,0,0,,,,,,0,0,0,0
23935,1,1,26,0,7,1,0,0,3,0,2,2,0,1,0,0,0,0,0,10,1,1,20.43939394,0,0,0,0,0.990363232,0.270756116,0,0
23968,1,1,65,0,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,,,,,,0,0,0,0
24415,1,1,42,0,6,2,0,0,1,0,4,0,0,1,0,1,0,0,0,2,1,0,28.88888889,0.111111112,0,0,0,0.303846154,0.702403846,0,1
25139,1,1,41,0,6,2,0,0,0,0,4,2,0,0,5,0,0,2,0,4,0,0,10.66666667,0,0,0,0,1,1.630580357,0,0
25207,1,0,57,0,9,1,0,0,2,0,5,2,2,2,1,0,0,0,4,7,3,1,22.0625,0.1875,0,0,0,0.492917847,3,0,1
25283,1,1,73,0,6,2,0,2,0,0,2,6,1,0,1,1,0,1,3,6,0,1,74.2,0,0,0,0,0,0,0,1
26019,1,0,51,0,5,0,0,3,4,0,1,1,1,0,0,1,0,0,0,6,0,0,31.91666667,0,0,0,0,1,0.953655352,0,0
26203,1,1,64,0,6,2,0,1,1,0,0,6,0,5,0,1,2,0,0,10,0,0,12.15,0.100000001,0,0,0,1,2,0,1
8884,1,1,21,0,9,1,1,0,1,0,6,6,2,1,2,5,1,2,0,1,0,0,22.66666667,0,0,0,0,0.779411765,1,0,1
8934,1,1,29,0,5,0,1,2,4,0,5,5,0,3,1,2,2,0,0,1,0,0,110.6,0.200000003,0,0,0,0.397830018,1.981464738,0,1
9349,1,1,57,0,6,2,1,1,0,0,6,6,0,2,2,5,0,2,0,0,0,0,,,,,,1,2.326433121,0,1
10114,1,1,54,0,6,2,1,0,0,0,7,4,0,2,2,4,0,2,4,1,3,0,19,0,0,0.400000006,0,1,1,0,1
11068,1,1,36,0,7,2,1,0,4,0,4,2,0,2,0,2,1,0,4,7,0,2,26.125,0,0,0.0625,0.0625,0.35645933,0.873803828,0,0
12301,1,1,59,0,8,2,1,3,0,0,5,5,2,1,2,2,1,0,0,0,0,0,,,,,,0.728813559,1,0,1
14341,1,0,53,1,8,2,1,3,1,0,10,6,1,4,5,5,2,1,4,0,0,1,110.3333333,0,0,0,0,0,0,0,1
16175,1,1,23,0,5,2,1,2,0,0,7,3,0,0,3,5,0,2,4,3,3,3,,,,,,1,3,0,1
16555,1,1,74,0,7,2,1,0,1,0,10,3,1,4,2,5,2,0,4,0,0,0,,,,,,0.095360825,0.941365979,0,1
17467,1,1,36,0,5,0,1,0,4,0,5,6,2,0,5,3,1,0,1,8,0,0,73.73333333,0.06666667,0,0.06666667,0.06666667,0.340867993,0.330244123,0,1
18049,1,0,65,1,6,0,1,0,2,0,2,0,1,0,0,1,0,0,2,0,0,0,77.2,0,0,0,0,0,0,0,1
18050,1,1,39,0,7,2,1,0,0,0,3,3,0,1,2,3,2,0,0,0,0,0,55,0,0,0,0,1,2,0,0
18174,1,1,20,0,6,2,1,0,0,0,5,0,0,1,1,2,0,0,0,10,0,0,41.125,0,0,0,0,0.996960486,1,0,1
18361,1,1,75,0,8,2,1,2,1,0,6,3,0,3,1,4,2,1,0,10,3,1,42.875,0,0,0,0,0.311953353,1,0,1
20199,1,0,50,0,1,2,1,0,0,0,6,4,0,0,2,5,0,0,4,0,0,0,75.2,0,0,0,0,1,0.971409574,0,1
21670,1,0,28,0,8,1,1,0,1,0,8,2,1,0,4,4,0,2,0,0,0,1,44.16666667,0.166666672,0,0,0,0.418867925,1,0,1
22091,1,0,38,1,5,0,1,3,1,0,4,6,2,2,0,5,1,0,0,0,0,0,35.8,0,0.100000001,0,0,0,0,0,1
22151,1,0,42,1,8,2,1,1,0,0,8,6,0,3,5,2,0,2,0,3,0,1,42.4,0.200000003,0,0,0,0,0,0,1
23483,1,0,56,0,5,0,1,3,1,0,9,3,0,3,4,2,1,2,0,0,0,1,,,,,,0,0,0,1
23813,1,0,74,0,4,0,1,0,1,0,4,5,1,2,4,2,0,0,4,10,3,1,28.44,0.239999995,0,0,0,0.876230661,0.51371308,0,1
23948,1,1,18,0,6,2,1,0,1,0,8,4,2,1,0,5,1,0,0,0,0,0,,,,,,0.722772277,1,0,1
8695,1,0,26,0,6,1,2,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,45.45,0,0,0,0,1,2.009075908,0,0
10432,1,0,63,0,9,1,2,3,2,3,3,0,1,2,0,0,0,0,0,0,0,1,22.92307692,0,0,0,0,1,3.064177852,0,0
10310,1,1,68,0,7,2,0,3,2,3,1,0,1,0,0,0,0,0,0,0,0,1,68.95238095,0,0,0,0,0.973756906,0.50448895,0,0
10971,1,0,76,1,10,1,0,2,4,3,3,0,2,0,1,0,0,1,0,0,0,0,59.25,0.25,0,0,0,1,2,0,1
11673,1,0,38,0,6,1,0,1,2,3,2,0,1,0,0,0,0,0,1,0,0,3,120,0,0,0,0,0.027083333,0.38046875,0,1
15684,1,1,69,0,9,0,0,0,2,3,3,2,3,0,0,0,0,0,0,0,0,0,48.23809524,0,0,0,0,0.88153998,0.360562685,0,0
16379,1,1,19,1,7,1,0,0,2,3,2,1,2,1,0,0,0,0,4,10,3,2,62.25,0,0,0,0,0.831325301,3,0,1
16466,1,1,20,0,9,1,0,3,2,3,4,0,2,0,0,0,0,0,0,10,3,2,28.53658537,0.097560972,0,0,0,1,1.248717949,0,0
17211,1,1,61,0,10,1,0,1,1,3,3,0,0,2,1,0,2,0,0,6,0,0,9.8,0,0,0,0,1,2,0,0
18920,1,1,26,0,8,1,0,1,2,3,2,3,1,0,1,2,0,0,4,6,3,0,94.6,0.200000003,0,0,0,0.069767442,0.772198732,0,1
19049,1,0,53,0,7,0,0,0,2,3,1,0,0,1,0,0,0,0,0,6,0,0,20.13333333,0,0,0,0,0.887417219,2,1,0
19981,1,1,40,1,8,1,0,0,1,3,4,0,0,2,0,2,0,0,4,10,2,2,14.4375,0.0625,0,0,0,0.515151515,1,0,1
20003,1,0,32,1,7,2,0,2,2,3,1,1,1,0,0,0,0,0,0,0,0,1,26.45714286,0,0,0,0,0.962203024,1.183315335,0,0
